Plate,Metadata_ASSAY_WELL_ROLE,Mode,Image_Metadata_Well,Count
SQ00015101,treated,predict,"{'B05', 'A03', 'B01', 'F07', 'A02', 'B03', 'J15', 'B02', 'A06', 'J18', 'A05', 'B04', 'J17', 'F12', 'F08', 'F10', 'J14', 'F11', 'A01', 'F09', 'A04', 'B06', 'J13', 'J16'}",65429
SQ00015101,mock,train,"{'M12', 'C08', 'F03', 'F04', 'K10'}",12241
SQ00015101,mock,predict,"{'H08', 'O02', 'C15', 'N14', 'G05', 'O05', 'J06', 'H06', 'C03', 'O01', 'L23', 'O20', 'I18', 'L03', 'L14', 'J02', 'N17', 'D19', 'F22', 'L02', 'F14', 'A17', 'J09', 'P18', 'N13', 'C17', 'P21', 'K15', 'K01', 'G19', 'P10', 'C13', 'F24', 'P02', 'J20', 'I04', 'F06', 'B23', 'B16', 'G21', 'I11', 'E22', 'M01', 'D14', 'A22', 'D22', 'L05', 'E14', 'O03', 'J11', 'O23', 'C14', 'A18', 'C20', 'I12', 'I20', 'E20', 'L20', 'D18', 'L01', 'F15', 'N02', 'K02', 'O12', 'D05', 'F21', 'N15', 'M07', 'B09', 'E11', 'O07', 'K11', 'D08', 'G03', 'A16', 'F16', 'G23', 'E07', 'C10', 'L10', 'G01', 'I22', 'I23', 'E21', 'G13', 'P22', 'K13', 'N23', 'J24', 'B21', 'K16', 'G14', 'B20', 'L19', 'H18', 'A14', 'M15', 'C11', 'H04', 'M08', 'C18', 'A23', 'J12', 'H09', 'I10', 'A21', 'P09', 'D12', 'F01', 'H01', 'F17', 'H13', 'O10', 'M24', 'O15', 'J23', 'D06', 'G16', 'K22', 'H10', 'G08', 'K21', 'G12', 'M02', 'L15', 'O19', 'D04', 'K09', 'H21', 'H03', 'F18', 'C22', 'D24', 'L22', 'J19', 'I06', 'M19', 'E02', 'C04', 'F23', 'B10', 'N04', 'M13', 'J05', 'I01', 'C23', 'B14', 'P04', 'L12', 'M06', 'A12', 'H07', 'H14', 'M09', 'P20', 'C24', 'K23', 'J03', 'C02', 'O21', 'A24', 'E03', 'C05', 'I03', 'G10', 'H15', 'G15', 'L09', 'F19', 'L24', 'K07', 'D16', 'H05', 'D01', 'G06', 'N05', 'O22', 'J10', 'I13', 'P06', 'B22', 'C01', 'P23', 'E13', 'O24', 'L06', 'D10', 'D09', 'O09', 'B24', 'M20', 'P12', 'O16', 'F13', 'A15', 'P19', 'A09', 'N08', 'A20', 'E01', 'H11', 'J01', 'M11', 'H23', 'H16', 'B07', 'H22', 'B18', 'I15', 'O11', 'A08', 'O08', 'I17', 'N01', 'L04', 'I05', 'I16', 'M14', 'H17', 'E17', 'P15', 'O18', 'C07', 'N09', 'A11', 'M21', 'F02', 'M05', 'G09', 'B13', 'O04', 'I02', 'N11', 'G22', 'N18', 'P05', 'E18', 'E23', 'P03', 'N19', 'J08', 'E04', 'E12', 'N22', 'K24', 'B11', 'L07', 'D13', 'C19', 'K17', 'D11', 'K18', 'G20', 'L08', 'K08', 'B08', 'D17', 'I24', 'P14', 'K14', 'I19', 'E09', 'B12', 'O17', 'D02', 'N16', 'A10', 'D21', 'G07', 'P13', 'H12', 'O13', 'C16', 'B17', 'D20', 'M04', 'P07', 'D23', 'C12', 'O14', 'N06', 'L18', 'C09', 'E05', 'K06', 'F20', 'G24', 'L11', 'N20', 'N21', 'G11', 'M23', 'M03', 'A13', 'E24', 'G04', 'D03', 'M22', 'I07', 'J21', 'I09', 'H20', 'L17', 'B19', 'K12', 'N07', 'O06', 'E10', 'I08', 'N24', 'N03', 'P08', 'M17', 'G18', 'A07', 'P17', 'J22', 'C21', 'K19', 'E06', 'N12', 'M10', 'P24', 'D07', 'B15', 'M16', 'E16', 'J04', 'C06', 'K03', 'P01', 'E19', 'P16', 'H24', 'D15', 'F05', 'M18', 'L16', 'N10', 'E08', 'H02', 'I14', 'K20', 'H19', 'E15', 'L21', 'I21', 'L13', 'G17', 'K05', 'A19', 'J07', 'K04', 'G02', 'P11'}",849714
SQ00015139,treated,predict,"{'B05', 'A03', 'B01', 'F07', 'A02', 'B03', 'J15', 'B02', 'A06', 'J18', 'A05', 'B04', 'J17', 'F12', 'F08', 'F10', 'J14', 'F11', 'A01', 'F09', 'A04', 'B06', 'J13', 'J16'}",64944
SQ00015139,mock,train,"{'G07', 'D04', 'N22', 'A15', 'F24'}",13439
SQ00015139,mock,predict,"{'H08', 'M12', 'O02', 'C15', 'N14', 'G05', 'O05', 'J06', 'H06', 'C03', 'O01', 'L23', 'O20', 'I18', 'L03', 'L14', 'J02', 'N17', 'D19', 'F22', 'L02', 'F14', 'A17', 'J09', 'P18', 'N13', 'C17', 'P21', 'K15', 'K01', 'G19', 'P10', 'C13', 'P02', 'J20', 'I04', 'F06', 'B23', 'B16', 'G21', 'I11', 'E22', 'M01', 'D14', 'A22', 'D22', 'L05', 'E14', 'O03', 'J11', 'O23', 'C14', 'A18', 'C20', 'I12', 'I20', 'E20', 'L20', 'D18', 'L01', 'F15', 'N02', 'K02', 'O12', 'D05', 'F21', 'N15', 'M07', 'B09', 'E11', 'O07', 'C08', 'K11', 'D08', 'G03', 'A16', 'F16', 'G23', 'E07', 'C10', 'L10', 'G01', 'I22', 'I23', 'E21', 'G13', 'P22', 'K13', 'N23', 'J24', 'B21', 'K16', 'G14', 'B20', 'L19', 'H18', 'A14', 'M15', 'C11', 'H04', 'M08', 'C18', 'A23', 'J12', 'H09', 'I10', 'A21', 'P09', 'D12', 'F01', 'H01', 'F17', 'H13', 'O10', 'M24', 'O15', 'J23', 'D06', 'G16', 'K22', 'H10', 'G08', 'K21', 'G12', 'M02', 'L15', 'O19', 'K09', 'H21', 'H03', 'F18', 'C22', 'D24', 'L22', 'J19', 'I06', 'M19', 'E02', 'C04', 'F23', 'B10', 'N04', 'M13', 'J05', 'I01', 'C23', 'B14', 'P04', 'L12', 'M06', 'A12', 'H07', 'H14', 'M09', 'P20', 'C24', 'K23', 'J03', 'C02', 'O21', 'A24', 'E03', 'C05', 'I03', 'G10', 'H15', 'G15', 'L09', 'F19', 'L24', 'K07', 'K10', 'D16', 'H05', 'D01', 'G06', 'N05', 'O22', 'J10', 'I13', 'P06', 'B22', 'C01', 'P23', 'E13', 'O24', 'L06', 'D10', 'D09', 'O09', 'B24', 'M20', 'P12', 'O16', 'F13', 'P19', 'F03', 'A09', 'N08', 'A20', 'E01', 'H11', 'J01', 'M11', 'H23', 'H16', 'B07', 'H22', 'B18', 'I15', 'O11', 'A08', 'O08', 'I17', 'N01', 'L04', 'I05', 'I16', 'M14', 'H17', 'E17', 'P15', 'O18', 'C07', 'N09', 'A11', 'M21', 'F02', 'M05', 'G09', 'B13', 'O04', 'I02', 'N11', 'G22', 'N18', 'P05', 'E18', 'E23', 'P03', 'N19', 'J08', 'E04', 'E12', 'K24', 'B11', 'L07', 'D13', 'C19', 'K17', 'D11', 'K18', 'G20', 'L08', 'K08', 'B08', 'D17', 'I24', 'P14', 'K14', 'I19', 'E09', 'B12', 'O17', 'D02', 'N16', 'A10', 'D21', 'P13', 'H12', 'O13', 'C16', 'B17', 'D20', 'M04', 'P07', 'D23', 'C12', 'O14', 'N06', 'L18', 'C09', 'E05', 'K06', 'F20', 'G24', 'L11', 'N20', 'N21', 'G11', 'M23', 'M03', 'A13', 'E24', 'G04', 'D03', 'M22', 'I07', 'J21', 'I09', 'H20', 'L17', 'B19', 'K12', 'N07', 'O06', 'E10', 'I08', 'N24', 'N03', 'P08', 'M17', 'G18', 'A07', 'P17', 'J22', 'C21', 'K19', 'E06', 'N12', 'M10', 'P24', 'D07', 'B15', 'M16', 'E16', 'J04', 'C06', 'K03', 'P01', 'E19', 'P16', 'H24', 'D15', 'F05', 'F04', 'M18', 'L16', 'N10', 'E08', 'H02', 'I14', 'K20', 'H19', 'E15', 'L21', 'I21', 'L13', 'G17', 'K05', 'A19', 'J07', 'K04', 'G02', 'P11'}",839016
SQ00015130,treated,predict,"{'B05', 'A03', 'B01', 'F07', 'A02', 'B03', 'J15', 'B02', 'A06', 'J18', 'A05', 'B04', 'J17', 'F12', 'F08', 'F10', 'J14', 'F11', 'A01', 'F09', 'A04', 'B06', 'J13', 'J16'}",58720
SQ00015130,mock,train,"{'K21', 'B16', 'H18', 'O17', 'H12'}",11439
SQ00015130,mock,predict,"{'H08', 'M12', 'O02', 'C15', 'N14', 'G05', 'O05', 'J06', 'H06', 'C03', 'O01', 'L23', 'O20', 'I18', 'L03', 'L14', 'J02', 'N17', 'D19', 'F22', 'L02', 'F14', 'A17', 'J09', 'P18', 'N13', 'C17', 'P21', 'K15', 'K01', 'G19', 'P10', 'C13', 'F24', 'P02', 'J20', 'I04', 'F06', 'B23', 'G21', 'I11', 'E22', 'M01', 'D14', 'A22', 'D22', 'L05', 'E14', 'O03', 'J11', 'O23', 'C14', 'A18', 'C20', 'I12', 'I20', 'E20', 'L20', 'D18', 'L01', 'F15', 'N02', 'K02', 'O12', 'D05', 'F21', 'N15', 'M07', 'B09', 'E11', 'O07', 'C08', 'K11', 'D08', 'G03', 'A16', 'F16', 'G23', 'E07', 'C10', 'L10', 'G01', 'I22', 'I23', 'E21', 'G13', 'P22', 'K13', 'N23', 'J24', 'B21', 'K16', 'G14', 'B20', 'L19', 'A14', 'M15', 'C11', 'H04', 'M08', 'C18', 'A23', 'J12', 'H09', 'I10', 'A21', 'P09', 'D12', 'F01', 'H01', 'F17', 'H13', 'O10', 'M24', 'O15', 'J23', 'D06', 'G16', 'K22', 'H10', 'G08', 'G12', 'M02', 'L15', 'O19', 'D04', 'K09', 'H21', 'H03', 'F18', 'C22', 'D24', 'L22', 'J19', 'I06', 'M19', 'E02', 'C04', 'F23', 'B10', 'N04', 'M13', 'J05', 'I01', 'C23', 'B14', 'P04', 'L12', 'M06', 'A12', 'H07', 'H14', 'M09', 'P20', 'C24', 'K23', 'J03', 'C02', 'O21', 'A24', 'E03', 'C05', 'I03', 'G10', 'H15', 'G15', 'L09', 'F19', 'L24', 'K07', 'K10', 'D16', 'H05', 'D01', 'G06', 'N05', 'O22', 'J10', 'I13', 'P06', 'B22', 'C01', 'P23', 'E13', 'O24', 'L06', 'D10', 'D09', 'O09', 'B24', 'M20', 'P12', 'O16', 'F13', 'A15', 'P19', 'F03', 'A09', 'N08', 'A20', 'E01', 'H11', 'J01', 'M11', 'H23', 'H16', 'B07', 'H22', 'B18', 'I15', 'O11', 'A08', 'O08', 'I17', 'N01', 'L04', 'I05', 'I16', 'M14', 'H17', 'E17', 'P15', 'O18', 'C07', 'N09', 'A11', 'M21', 'F02', 'M05', 'G09', 'B13', 'O04', 'I02', 'N11', 'G22', 'N18', 'P05', 'E18', 'E23', 'P03', 'N19', 'J08', 'E04', 'E12', 'N22', 'K24', 'B11', 'L07', 'D13', 'C19', 'K17', 'D11', 'K18', 'G20', 'L08', 'K08', 'B08', 'D17', 'I24', 'P14', 'K14', 'I19', 'E09', 'B12', 'D02', 'N16', 'A10', 'D21', 'G07', 'P13', 'O13', 'C16', 'B17', 'D20', 'M04', 'P07', 'D23', 'C12', 'O14', 'N06', 'L18', 'C09', 'E05', 'K06', 'F20', 'G24', 'L11', 'N20', 'N21', 'G11', 'M23', 'M03', 'A13', 'E24', 'G04', 'D03', 'M22', 'I07', 'J21', 'I09', 'H20', 'L17', 'B19', 'K12', 'N07', 'O06', 'E10', 'I08', 'N24', 'N03', 'P08', 'M17', 'G18', 'A07', 'P17', 'J22', 'C21', 'K19', 'E06', 'N12', 'M10', 'P24', 'D07', 'B15', 'M16', 'E16', 'J04', 'C06', 'K03', 'P01', 'E19', 'P16', 'H24', 'D15', 'F05', 'F04', 'M18', 'L16', 'N10', 'E08', 'H02', 'I14', 'K20', 'H19', 'E15', 'L21', 'I21', 'L13', 'G17', 'K05', 'A19', 'J07', 'K04', 'G02', 'P11'}",735623
SQ00014815,treated,predict,"{'B05', 'A03', 'B01', 'F07', 'A02', 'B03', 'J15', 'B02', 'A06', 'J18', 'A05', 'B04', 'J17', 'F12', 'F08', 'F10', 'J14', 'F11', 'A01', 'F09', 'A04', 'B06', 'J13', 'J16'}",66968
SQ00014815,mock,train,"{'P24', 'I18', 'C11', 'N06', 'H05'}",8225
SQ00014815,mock,predict,"{'H08', 'M12', 'O02', 'C15', 'N14', 'G05', 'O05', 'J06', 'H06', 'C03', 'O01', 'L23', 'O20', 'L03', 'L14', 'J02', 'N17', 'D19', 'F22', 'L02', 'F14', 'A17', 'J09', 'P18', 'N13', 'C17', 'P21', 'K15', 'K01', 'G19', 'P10', 'C13', 'F24', 'P02', 'J20', 'I04', 'F06', 'B23', 'B16', 'G21', 'I11', 'E22', 'M01', 'D14', 'A22', 'D22', 'L05', 'E14', 'O03', 'J11', 'O23', 'C14', 'A18', 'C20', 'I12', 'I20', 'E20', 'L20', 'D18', 'L01', 'F15', 'N02', 'K02', 'O12', 'D05', 'F21', 'N15', 'M07', 'B09', 'E11', 'O07', 'C08', 'K11', 'D08', 'G03', 'A16', 'F16', 'G23', 'E07', 'C10', 'L10', 'G01', 'I22', 'I23', 'E21', 'G13', 'P22', 'K13', 'N23', 'J24', 'B21', 'K16', 'G14', 'B20', 'L19', 'H18', 'A14', 'M15', 'H04', 'M08', 'C18', 'A23', 'J12', 'H09', 'I10', 'A21', 'P09', 'D12', 'F01', 'H01', 'F17', 'H13', 'O10', 'M24', 'O15', 'J23', 'D06', 'G16', 'K22', 'H10', 'G08', 'K21', 'G12', 'M02', 'L15', 'O19', 'D04', 'K09', 'H21', 'H03', 'F18', 'C22', 'D24', 'L22', 'J19', 'I06', 'M19', 'E02', 'C04', 'F23', 'B10', 'N04', 'M13', 'J05', 'I01', 'C23', 'B14', 'P04', 'L12', 'M06', 'A12', 'H07', 'H14', 'M09', 'P20', 'C24', 'K23', 'J03', 'C02', 'O21', 'A24', 'E03', 'C05', 'I03', 'G10', 'H15', 'G15', 'L09', 'F19', 'L24', 'K07', 'K10', 'D16', 'D01', 'G06', 'N05', 'O22', 'J10', 'I13', 'P06', 'B22', 'C01', 'P23', 'E13', 'O24', 'L06', 'D10', 'D09', 'O09', 'B24', 'M20', 'P12', 'O16', 'F13', 'A15', 'P19', 'F03', 'A09', 'N08', 'A20', 'E01', 'H11', 'J01', 'M11', 'H23', 'H16', 'B07', 'H22', 'B18', 'I15', 'O11', 'A08', 'O08', 'I17', 'N01', 'L04', 'I05', 'I16', 'M14', 'H17', 'E17', 'P15', 'O18', 'C07', 'N09', 'A11', 'M21', 'F02', 'M05', 'G09', 'B13', 'O04', 'I02', 'N11', 'G22', 'N18', 'P05', 'E18', 'E23', 'P03', 'N19', 'J08', 'E04', 'E12', 'N22', 'K24', 'B11', 'L07', 'D13', 'C19', 'K17', 'D11', 'K18', 'G20', 'L08', 'K08', 'B08', 'D17', 'I24', 'P14', 'K14', 'I19', 'E09', 'B12', 'O17', 'D02', 'N16', 'A10', 'D21', 'G07', 'P13', 'H12', 'O13', 'C16', 'B17', 'D20', 'M04', 'P07', 'D23', 'C12', 'O14', 'L18', 'C09', 'E05', 'K06', 'F20', 'G24', 'L11', 'N20', 'N21', 'G11', 'M23', 'M03', 'A13', 'E24', 'G04', 'D03', 'M22', 'I07', 'J21', 'I09', 'H20', 'L17', 'B19', 'K12', 'N07', 'O06', 'E10', 'I08', 'N24', 'N03', 'P08', 'M17', 'G18', 'A07', 'P17', 'J22', 'C21', 'K19', 'E06', 'N12', 'M10', 'D07', 'B15', 'M16', 'E16', 'J04', 'C06', 'K03', 'P01', 'E19', 'P16', 'H24', 'D15', 'F05', 'F04', 'M18', 'L16', 'N10', 'E08', 'H02', 'I14', 'K20', 'H19', 'E15', 'L21', 'I21', 'L13', 'G17', 'K05', 'A19', 'J07', 'K04', 'G02', 'P11'}",753413
SQ00015137,treated,predict,"{'B05', 'A03', 'B01', 'F07', 'A02', 'B03', 'J15', 'B02', 'A06', 'J18', 'A05', 'B04', 'J17', 'F12', 'F08', 'F10', 'J14', 'F11', 'A01', 'F09', 'A04', 'B06', 'J13', 'J16'}",66445
SQ00015137,mock,train,"{'D02', 'N19', 'H11', 'D04', 'C20'}",11846
SQ00015137,mock,predict,"{'H08', 'M12', 'O02', 'C15', 'N14', 'G05', 'O05', 'J06', 'H06', 'C03', 'O01', 'L23', 'O20', 'I18', 'L03', 'L14', 'J02', 'N17', 'D19', 'F22', 'L02', 'F14', 'A17', 'J09', 'P18', 'N13', 'C17', 'P21', 'K15', 'K01', 'G19', 'P10', 'C13', 'F24', 'P02', 'J20', 'I04', 'F06', 'B23', 'B16', 'G21', 'I11', 'E22', 'M01', 'D14', 'A22', 'D22', 'L05', 'E14', 'O03', 'J11', 'O23', 'C14', 'A18', 'I12', 'I20', 'E20', 'L20', 'D18', 'L01', 'F15', 'N02', 'K02', 'O12', 'D05', 'F21', 'N15', 'M07', 'B09', 'E11', 'O07', 'C08', 'K11', 'D08', 'G03', 'A16', 'F16', 'G23', 'E07', 'C10', 'L10', 'G01', 'I22', 'I23', 'E21', 'G13', 'P22', 'K13', 'N23', 'J24', 'B21', 'K16', 'G14', 'B20', 'L19', 'H18', 'A14', 'M15', 'C11', 'H04', 'M08', 'C18', 'A23', 'J12', 'H09', 'I10', 'A21', 'P09', 'D12', 'F01', 'H01', 'F17', 'H13', 'O10', 'M24', 'O15', 'J23', 'D06', 'G16', 'K22', 'H10', 'G08', 'K21', 'G12', 'M02', 'L15', 'O19', 'K09', 'H21', 'H03', 'F18', 'C22', 'D24', 'L22', 'J19', 'I06', 'M19', 'E02', 'C04', 'F23', 'B10', 'N04', 'M13', 'J05', 'I01', 'C23', 'B14', 'P04', 'L12', 'M06', 'A12', 'H07', 'H14', 'M09', 'P20', 'C24', 'K23', 'J03', 'C02', 'O21', 'A24', 'E03', 'C05', 'I03', 'G10', 'H15', 'G15', 'L09', 'F19', 'L24', 'K07', 'K10', 'D16', 'H05', 'D01', 'G06', 'N05', 'O22', 'J10', 'I13', 'P06', 'B22', 'C01', 'P23', 'E13', 'O24', 'L06', 'D10', 'D09', 'O09', 'B24', 'M20', 'P12', 'O16', 'F13', 'A15', 'P19', 'F03', 'A09', 'N08', 'A20', 'E01', 'J01', 'M11', 'H23', 'H16', 'B07', 'H22', 'B18', 'I15', 'O11', 'A08', 'O08', 'I17', 'N01', 'L04', 'I05', 'I16', 'M14', 'H17', 'E17', 'P15', 'O18', 'C07', 'N09', 'A11', 'M21', 'F02', 'M05', 'G09', 'B13', 'O04', 'I02', 'N11', 'G22', 'N18', 'P05', 'E18', 'E23', 'P03', 'J08', 'E04', 'E12', 'N22', 'K24', 'B11', 'L07', 'D13', 'C19', 'K17', 'D11', 'K18', 'G20', 'L08', 'K08', 'B08', 'D17', 'I24', 'P14', 'K14', 'I19', 'E09', 'B12', 'O17', 'N16', 'A10', 'D21', 'G07', 'P13', 'H12', 'O13', 'C16', 'B17', 'D20', 'M04', 'P07', 'D23', 'C12', 'O14', 'N06', 'L18', 'C09', 'E05', 'K06', 'F20', 'G24', 'L11', 'N20', 'N21', 'G11', 'M23', 'M03', 'A13', 'E24', 'G04', 'D03', 'M22', 'I07', 'J21', 'I09', 'H20', 'L17', 'B19', 'K12', 'N07', 'O06', 'E10', 'I08', 'N24', 'N03', 'P08', 'M17', 'G18', 'A07', 'P17', 'J22', 'C21', 'K19', 'E06', 'N12', 'M10', 'P24', 'D07', 'B15', 'M16', 'E16', 'J04', 'C06', 'K03', 'P01', 'E19', 'P16', 'H24', 'D15', 'F05', 'F04', 'M18', 'L16', 'N10', 'E08', 'H02', 'I14', 'K20', 'H19', 'E15', 'L21', 'I21', 'L13', 'G17', 'K05', 'A19', 'J07', 'K04', 'G02', 'P11'}",852998
SQ00015112,treated,predict,"{'B05', 'A03', 'B01', 'F07', 'A02', 'B03', 'J15', 'B02', 'A06', 'J18', 'A05', 'B04', 'J17', 'F12', 'F08', 'F10', 'J14', 'F11', 'A01', 'F09', 'A04', 'B06', 'J13', 'J16'}",41323
SQ00015112,mock,train,"{'C01', 'H08', 'H16', 'L05', 'C11'}",8931
SQ00015112,mock,predict,"{'M12', 'O02', 'C15', 'N14', 'G05', 'O05', 'J06', 'H06', 'C03', 'O01', 'L23', 'O20', 'I18', 'L03', 'L14', 'J02', 'N17', 'D19', 'F22', 'L02', 'F14', 'A17', 'J09', 'P18', 'N13', 'C17', 'P21', 'K15', 'K01', 'G19', 'P10', 'C13', 'F24', 'P02', 'J20', 'I04', 'F06', 'B23', 'B16', 'G21', 'I11', 'E22', 'M01', 'D14', 'A22', 'D22', 'E14', 'O03', 'J11', 'O23', 'C14', 'A18', 'C20', 'I12', 'I20', 'E20', 'L20', 'D18', 'L01', 'F15', 'N02', 'K02', 'O12', 'D05', 'F21', 'N15', 'M07', 'B09', 'E11', 'O07', 'C08', 'K11', 'D08', 'G03', 'A16', 'F16', 'G23', 'E07', 'C10', 'L10', 'G01', 'I22', 'I23', 'E21', 'G13', 'P22', 'K13', 'N23', 'J24', 'B21', 'K16', 'G14', 'B20', 'L19', 'H18', 'A14', 'M15', 'H04', 'M08', 'C18', 'A23', 'J12', 'H09', 'I10', 'A21', 'P09', 'D12', 'F01', 'H01', 'F17', 'H13', 'O10', 'M24', 'O15', 'J23', 'D06', 'G16', 'K22', 'H10', 'G08', 'K21', 'G12', 'M02', 'L15', 'O19', 'D04', 'K09', 'H21', 'H03', 'F18', 'C22', 'D24', 'L22', 'J19', 'I06', 'M19', 'E02', 'C04', 'F23', 'B10', 'N04', 'M13', 'J05', 'I01', 'C23', 'B14', 'P04', 'L12', 'M06', 'A12', 'H07', 'H14', 'M09', 'P20', 'C24', 'K23', 'J03', 'C02', 'O21', 'A24', 'E03', 'C05', 'I03', 'G10', 'H15', 'G15', 'L09', 'F19', 'L24', 'K07', 'K10', 'D16', 'H05', 'D01', 'G06', 'N05', 'O22', 'J10', 'I13', 'P06', 'B22', 'P23', 'E13', 'O24', 'L06', 'D10', 'D09', 'O09', 'B24', 'M20', 'P12', 'O16', 'F13', 'A15', 'P19', 'F03', 'A09', 'N08', 'A20', 'E01', 'H11', 'J01', 'M11', 'H23', 'B07', 'H22', 'B18', 'I15', 'O11', 'A08', 'O08', 'I17', 'N01', 'L04', 'I05', 'I16', 'M14', 'H17', 'E17', 'P15', 'O18', 'C07', 'N09', 'A11', 'M21', 'F02', 'M05', 'G09', 'B13', 'O04', 'I02', 'N11', 'G22', 'N18', 'P05', 'E18', 'E23', 'P03', 'N19', 'J08', 'E04', 'E12', 'N22', 'K24', 'B11', 'L07', 'D13', 'C19', 'K17', 'D11', 'K18', 'G20', 'L08', 'K08', 'B08', 'D17', 'I24', 'P14', 'K14', 'I19', 'E09', 'B12', 'O17', 'D02', 'N16', 'A10', 'D21', 'G07', 'P13', 'H12', 'O13', 'C16', 'B17', 'D20', 'M04', 'P07', 'D23', 'C12', 'O14', 'N06', 'L18', 'C09', 'E05', 'K06', 'F20', 'G24', 'L11', 'N20', 'N21', 'G11', 'M23', 'M03', 'A13', 'E24', 'G04', 'D03', 'M22', 'I07', 'J21', 'I09', 'H20', 'L17', 'B19', 'K12', 'N07', 'O06', 'E10', 'I08', 'N24', 'N03', 'P08', 'M17', 'G18', 'A07', 'P17', 'J22', 'C21', 'K19', 'E06', 'N12', 'M10', 'P24', 'D07', 'B15', 'M16', 'E16', 'J04', 'C06', 'K03', 'P01', 'E19', 'P16', 'H24', 'D15', 'F05', 'F04', 'M18', 'L16', 'N10', 'E08', 'H02', 'I14', 'K20', 'H19', 'E15', 'L21', 'I21', 'L13', 'G17', 'K05', 'A19', 'J07', 'K04', 'G02', 'P11'}",493384
SQ00015124,treated,predict,"{'B05', 'A03', 'B01', 'F07', 'A02', 'B03', 'J15', 'B02', 'A06', 'J18', 'A05', 'B04', 'J17', 'F12', 'F08', 'F10', 'J14', 'F11', 'A01', 'F09', 'A04', 'B06', 'J13', 'J16'}",58017
SQ00015124,mock,train,"{'G14', 'E19', 'I14', 'P10', 'H23'}",7683
SQ00015124,mock,predict,"{'H08', 'M12', 'O02', 'C15', 'N14', 'G05', 'O05', 'J06', 'H06', 'C03', 'O01', 'L23', 'O20', 'I18', 'L03', 'L14', 'J02', 'N17', 'D19', 'F22', 'L02', 'F14', 'A17', 'J09', 'P18', 'N13', 'C17', 'P21', 'K15', 'K01', 'G19', 'C13', 'F24', 'P02', 'J20', 'I04', 'F06', 'B23', 'B16', 'G21', 'I11', 'E22', 'M01', 'D14', 'A22', 'D22', 'L05', 'E14', 'O03', 'J11', 'O23', 'C14', 'A18', 'C20', 'I12', 'I20', 'E20', 'L20', 'D18', 'L01', 'F15', 'N02', 'K02', 'O12', 'D05', 'F21', 'N15', 'M07', 'B09', 'E11', 'O07', 'C08', 'K11', 'D08', 'G03', 'A16', 'F16', 'G23', 'E07', 'C10', 'L10', 'G01', 'I22', 'I23', 'E21', 'G13', 'P22', 'K13', 'N23', 'J24', 'B21', 'K16', 'B20', 'L19', 'H18', 'A14', 'M15', 'C11', 'H04', 'M08', 'C18', 'A23', 'J12', 'H09', 'I10', 'A21', 'P09', 'D12', 'F01', 'H01', 'F17', 'H13', 'O10', 'M24', 'O15', 'J23', 'D06', 'G16', 'K22', 'H10', 'G08', 'K21', 'G12', 'M02', 'L15', 'O19', 'D04', 'K09', 'H21', 'H03', 'F18', 'C22', 'D24', 'L22', 'J19', 'I06', 'M19', 'E02', 'C04', 'F23', 'B10', 'N04', 'M13', 'J05', 'I01', 'C23', 'B14', 'P04', 'L12', 'M06', 'A12', 'H07', 'H14', 'M09', 'P20', 'C24', 'K23', 'J03', 'C02', 'O21', 'A24', 'E03', 'C05', 'I03', 'G10', 'H15', 'G15', 'L09', 'F19', 'L24', 'K07', 'K10', 'D16', 'H05', 'D01', 'G06', 'N05', 'O22', 'J10', 'I13', 'P06', 'B22', 'C01', 'P23', 'E13', 'O24', 'L06', 'D10', 'D09', 'O09', 'B24', 'M20', 'P12', 'O16', 'F13', 'A15', 'P19', 'F03', 'A09', 'N08', 'A20', 'E01', 'H11', 'J01', 'M11', 'H16', 'B07', 'H22', 'B18', 'I15', 'O11', 'A08', 'O08', 'I17', 'N01', 'L04', 'I05', 'I16', 'M14', 'H17', 'E17', 'P15', 'O18', 'C07', 'N09', 'A11', 'M21', 'F02', 'M05', 'G09', 'B13', 'O04', 'I02', 'N11', 'G22', 'N18', 'P05', 'E18', 'E23', 'P03', 'N19', 'J08', 'E04', 'E12', 'N22', 'K24', 'B11', 'L07', 'D13', 'C19', 'K17', 'D11', 'K18', 'G20', 'L08', 'K08', 'B08', 'D17', 'I24', 'P14', 'K14', 'I19', 'E09', 'B12', 'O17', 'D02', 'N16', 'A10', 'D21', 'G07', 'P13', 'H12', 'O13', 'C16', 'B17', 'D20', 'M04', 'P07', 'D23', 'C12', 'O14', 'N06', 'L18', 'C09', 'E05', 'K06', 'F20', 'G24', 'L11', 'N20', 'N21', 'G11', 'M23', 'M03', 'A13', 'E24', 'G04', 'D03', 'M22', 'I07', 'J21', 'I09', 'H20', 'L17', 'B19', 'K12', 'N07', 'O06', 'E10', 'I08', 'N24', 'N03', 'P08', 'M17', 'G18', 'A07', 'P17', 'J22', 'C21', 'K19', 'E06', 'N12', 'M10', 'P24', 'D07', 'B15', 'M16', 'E16', 'J04', 'C06', 'K03', 'P01', 'P16', 'H24', 'D15', 'F05', 'F04', 'M18', 'L16', 'N10', 'E08', 'H02', 'K20', 'H19', 'E15', 'L21', 'I21', 'L13', 'G17', 'K05', 'A19', 'J07', 'K04', 'G02', 'P11'}",715181
